HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
AC Ajaccio,F. C. Lorient,0,1,58%,42%,16,6,1,3,3,4,2,4,445,336,13,5,353 (79%),239 (71%),9 (27%),2 (22%),43 (49%),34 (38%),13,13,14,14,10,30,3,3,-1
Stade Brestois,Racing Estrasburgo,1,1,60%,40%,11,10,5,3,0,1,7,3,485,340,9,5,398 (82%),248 (72%),11 (31%),4 (30%),49 (60%),23 (30%),15,13,15,11,15,16,2,1,0
Clermont,Toulouse FC,2,0,34%,66%,12,14,5,3,4,6,1,2,250,509,5,10,188 (75%),435 (85%),3 (14%),6 (20%),27 (43%),40 (66%),18,21,15,6,23,18,3,1,2
Stade de Reims,R. C. Lens,1,1,36%,64%,17,20,10,4,6,4,4,1,317,586,12,13,260 (82%),520 (88%),4 (23%),5 (33%),19 (42%),29 (54%),16,19,22,7,15,15,3,3,0
Montpellier Hérault S. C.,Lille O. S. C.,1,3,24%,76%,26,2,9,1,9,2,3,0,216,681,1,21,138 (63%),603 (88%),1 (12%),7 (30%),24 (32%),34 (60%),20,17,11,7,27,11,5,0,-2
F.C.Nantes,Paris Saint-Germain,0,3,41%,59%,10,19,2,7,1,7,1,1,464,692,9,15,396 (85%),622 (89%),3 (33%),2 (20%),17 (30%),27 (79%),23,12,16,12,11,4,3,1,-3
Olympique de Lyon,Angers S. C. O.,5,0,64%,36%,16,1,5,13,3,6,0,2,516,295,9,6,449 (87%),226 (76%),4 (16%),2 (25%),34 (59%),26 (52%),13,23,13,17,8,24,2,5,5
AJ Auxerre,Olympique de Marsella,0,2,47%,53%,15,2,1,4,1,1,2,1,438,498,6,9,363 (82%),425 (85%),0 (0%),1 (11%),49 (55%),26 (47%),23,18,21,16,15,17,5,2,-2
Lille O. S. C.,O. G. C. Nice,1,2,63%,37%,18,3,1,0,2,6,3,1,541,326,13,1,489 (90%),258 (79%),4 (12%),3 (21%),32 (61%),37 (51%),13,20,6,10,10,26,0,5,-1
Olympique de Marsella,Clermont,1,0,60%,40%,21,5,0,7,1,1,0,2,547,359,13,2,450 (82%),267 (74%),8 (42%),2 (18%),20 (44%),15 (28%),21,19,13,17,8,17,0,6,1
Stade Rennais F. C.,Stade Brestois,3,1,65%,35%,16,4,2,7,3,3,2,2,637,339,11,3,552 (86%),239 (70%),5 (29%),2 (13%),32 (60%),38 (34%),10,25,7,13,15,20,1,6,2
Toulouse FC,Paris Saint-Germain,0,3,38%,62%,14,20,13,2,1,3,9,1,364,606,11,13,310 (85%),543 (89%),2 (20%),2 (18%),30 (66%),20 (62%),35,14,12,12,15,4,9,7,-3
Angers S. C. O.,Stade de Reims,2,4,58%,42%,10,11,2,2,1,1,4,3,469,333,7,8,380 (81%),248 (74%),2 (14%),3 (33%),31 (49%),28 (36%),19,20,14,15,7,10,1,1,-2
Olympique de Lyon,AJ Auxerre,2,1,62%,38%,20,9,0,9,3,2,0,0,612,367,17,4,526 (85%),285 (77%),4 (21%),6 (30%),23 (46%),28 (47%),18,15,16,18,8,29,1,5,1
A. S. Monaco,E. S. Troyes A. C.,2,4,52%,48%,19,11,1,4,0,1,8,6,486,448,7,16,399 (82%),380 (84%),5 (38%),6 (30%),25 (47%),27 (57%),14,20,11,16,17,23,7,4,-2
Montpellier Hérault S. C.,AC Ajaccio,2,0,38%,62%,15,3,6,3,8,1,1,2,309,481,8,12,218 (70%),406 (84%),4 (66%),13 (40%),27 (32%),32 (52%),17,14,14,6,28,9,0,2,2
Racing Estrasburgo,F.C.Nantes,1,1,46%,54%,12,2,5,3,6,0,2,0,440,517,3,11,344 (78%),431 (83%),3 (18%),4 (18%),26 (38%),44 (44%),19,17,8,13,18,15,2,2,0
Stade de Reims,Olympique de Lyon,1,1,26%,74%,18,1,6,2,7,1,1,1,244,675,5,13,158 (64%),586 (86%),1 (16%),10 (26%),22 (28%),29 (67%),25,17,11,11,34,5,4,4,0
Stade Brestois,Montpellier Hérault S. C.,0,7,52%,48%,14,3,2,5,4,1,1,0,380,357,4,13,301 (79%),281 (78%),4 (23%),4 (33%),36 (56%),20 (33%),10,18,10,6,8,20,1,0,-7
F. C. Lorient,Clermont,2,1,40%,60%,22,8,4,1,0,3,4,2,387,583,15,7,324 (83%),512 (87%),3 (37%),5 (20%),23 (52%),20 (55%),26,14,12,12,18,9,1,7,1
O. G. C. Nice,Olympique de Marsella,0,3,48%,52%,16,13,8,5,7,5,1,0,436,464,13,9,360 (82%),392 (84%),3 (17%),4 (26%),30 (51%),21 (43%),16,21,13,18,12,16,1,2,-3
E. S. Troyes A. C.,Angers S. C. O.,3,1,49%,51%,25,12,11,2,1,8,3,3,514,541,18,7,442 (85%),467 (86%),5 (22%),0 (0%),25 (58%),20 (38%),14,12,11,6,14,20,1,8,2
F.C.Nantes,Toulouse FC,3,1,50%,50%,16,3,3,4,5,2,2,0,412,414,13,9,330 (80%),334 (80%),11 (57%),1 (6%),29 (34%),35 (47%),13,16,14,14,13,19,2,5,2
R. C. Lens,Stade Rennais F. C.,2,1,50%,50%,17,12,6,4,7,2,1,3,500,498,13,9,440 (88%),415 (83%),3 (14%),3 (30%),33 (54%),27 (48%),15,11,17,13,18,22,5,2,1
AJ Auxerre,Racing Estrasburgo,1,0,42%,58%,14,1,2,2,5,5,2,0,438,611,5,11,353 (80%),509 (83%),1 (6%),5 (20%),58 (50%),40 (54%),10,11,12,5,35,20,4,2,1
AC Ajaccio,Lille O. S. C.,1,3,42%,58%,14,6,1,6,0,2,2,3,324,489,10,3,247 (76%),407 (83%),5 (15%),3 (27%),23 (43%),26 (41%),11,12,7,8,8,26,1,1,-2
Stade Rennais F. C.,AC Ajaccio,2,1,56%,44%,16,10,3,1,4,8,2,1,491,389,11,7,392 (79%),279 (71%),3 (27%),5 (21%),35 (43%),26 (32%),16,17,6,13,20,9,2,5,1
Angers S. C. O.,Stade Brestois,1,3,53%,47%,11,0,1,3,6,4,4,2,506,488,3,9,434 (85%),421 (86%),1 (11%),7 (33%),18 (46%),49 (59%),24,22,9,12,10,12,4,4,-2
Clermont,O. G. C. Nice,1,0,51%,49%,13,1,5,3,6,3,1,1,512,553,5,7,457 (89%),496 (89%),3 (27%),5 (21%),40 (57%),19 (46%),18,14,6,6,15,11,4,1,1
Montpellier Hérault S. C.,AJ Auxerre,1,2,61%,39%,13,3,1,0,1,7,2,2,561,314,12,5,493 (87%),257 (81%),9 (34%),3 (27%),25 (50%),35 (48%),12,17,8,9,6,27,0,6,-1
Toulouse FC,F. C. Lorient,2,2,46%,54%,16,14,2,3,0,1,3,6,450,428,11,9,368 (81%),362 (84%),12 (50%),1 (9%),20 (44%),20 (38%),19,20,12,10,15,17,2,6,0
Racing Estrasburgo,Stade de Reims,1,1,58%,42%,12,12,4,3,5,4,1,5,531,304,7,8,435 (81%),230 (75%),3 (16%),3 (23%),43 (53%),21 (36%),19,11,11,14,15,17,5,2,0
Olympique de Marsella,F.C.Nantes,2,1,56%,44%,16,12,6,1,0,1,7,4,472,366,13,10,387 (81%),284 (77%),3 (16%),6 (27%),27 (43%),35 (40%),20,16,7,10,18,24,2,4,1
A. S. Monaco,R. C. Lens,1,4,46%,54%,12,14,1,3,0,1,3,5,416,508,10,11,354 (85%),436 (85%),2 (15%),3 (37%),23 (53%),34 (50%),10,6,9,13,11,7,2,4,-3
Olympique de Lyon,E. S. Troyes A. C.,4,1,66%,34%,16,2,1,0,1,4,5,0,747,374,11,2,666 (89%),307 (82%),5 (27%),2 (15%),23 (45%),21 (52%),24,19,14,18,9,17,0,4,3
Stade Brestois,Olympique de Marsella,1,1,47%,53%,17,3,1,7,5,1,3,1,397,468,14,3,309 (77%),367 (78%),8 (27%),3 (30%),43 (50%),23 (30%),23,16,12,8,14,29,1,4,0
O. G. C. Nice,Racing Estrasburgo,1,1,54%,46%,13,2,1,1,0,7,3,4,532,454,9,8,448 (84%),365 (80%),3 (13%),2 (14%),34 (43%),32 (41%),15,16,6,8,16,22,4,2,0
AC Ajaccio,R. C. Lens,0,0,36%,64%,12,4,1,1,3,2,1,5,280,506,8,8,204 (72%),430 (84%),4 (50%),3 (18%),28 (43%),20 (45%),12,10,14,4,22,16,3,2,0
AJ Auxerre,Angers S. C. O.,2,2,39%,61%,11,11,1,3,4,5,1,0,330,497,7,8,259 (78%),419 (84%),3 (20%),9 (36%),36 (43%),28 (45%),23,9,14,5,20,8,0,3,0
Stade de Reims,Clermont,2,4,40%,60%,10,2,1,2,1,1,6,0,315,448,4,7,242 (76%),380 (84%),1 (8%),3 (23%),26 (41%),39 (55%),15,19,13,10,11,8,1,3,-2
E. S. Troyes A. C.,Toulouse FC,0,3,33%,67%,12,10,5,4,6,6,2,2,265,575,9,6,202 (76%),500 (86%),5 (29%),2 (10%),14 (25%),39 (58%),19,21,4,5,15,11,2,1,-3
Paris Saint-Germain,Montpellier Hérault S. C.,5,2,60%,40%,20,10,3,1,1,0,11,0,611,425,11,4,562 (91%),371 (87%),4 (28%),1 (25%),19 (90%),29 (65%),18,22,14,9,2,17,2,6,3
A. S. Monaco,Stade Rennais F. C.,1,1,34%,66%,12,24,2,9,1,6,1,1,328,628,10,22,252 (76%),547 (87%),3 (30%),8 (47%),32 (37%),38 (61%),13,19,8,5,19,16,7,3,0
F.C.Nantes,Lille O. S. C.,1,1,30%,70%,10,16,5,6,5,11,0,1,260,622,8,12,172 (66%),513 (82%),2 (13%),8 (30%),31 (34%),29 (46%),23,18,21,7,30,22,3,0,0
Stade Rennais F. C.,F. C. Lorient,0,1,64%,36%,21,10,2,7,2,0,1,3,635,368,15,5,558 (87%),295 (80%),8 (32%),0 (0%),25 (62%),24 (40%),19,25,9,9,9,19,2,6,-1
Angers S. C. O.,F.C.Nantes,0,0,49%,51%,16,14,3,3,3,6,1,3,365,375,13,11,278 (76%),279 (74%),1 (6%),5 (29%),25 (36%),42 (42%),23,19,4,8,20,20,3,7,0
R. C. Lens,Stade Brestois,3,2,62%,38%,16,0,1,0,1,6,3,0,484,297,13,4,409 (84%),208 (70%),6 (50%),4 (36%),24 (40%),14 (25%),12,15,7,8,10,9,2,4,1
Lille O. S. C.,AJ Auxerre,4,1,60%,40%,16,10,5,4,7,2,2,4,613,402,13,10,558 (91%),345 (85%),1 (7%),2 (13%),38 (61%),48 (58%),14,16,3,8,14,16,1,2,3
Montpellier Hérault S. C.,E. S. Troyes A. C.,3,2,54%,46%,17,16,10,7,2,0,1,3,398,342,13,13,335 (84%),285 (83%),2 (16%),10 (45%),24 (50%),40 (59%),15,17,7,15,6,15,8,3,1
Toulouse FC,O. G. C. Nice,1,1,46%,54%,11,1,0,6,3,2,2,1,456,544,6,9,370 (81%),459 (84%),5 (27%),5 (35%),37 (50%),19 (43%),23,15,16,9,11,9,3,2,0
Clermont,Paris Saint-Germain,0,5,39%,61%,18,12,3,2,0,6,0,4,425,673,3,14,355 (83%),603 (89%),1 (33%),9 (64%),22 (39%),22 (68%),16,9,12,5,16,3,7,1,-5
Racing Estrasburgo,A. S. Monaco,1,2,53%,47%,11,24,11,2,4,3,7,3,482,411,9,15,380 (78%),326 (79%),7 (43%),9 (36%),39 (51%),26 (34%),27,14,15,10,15,15,9,6,-1
Olympique de Lyon,AC Ajaccio,2,1,68%,32%,11,1,0,1,1,4,3,1,635,297,8,4,553 (87%),218 (73%),2 (28%),4 (36%),26 (41%),20 (33%),15,22,11,11,11,8,3,4,1
